STUDENT_ID,CLASS_DATE,ATTENDANCE_STATUS
3,2014-05-25,present
3,2014-06-01,present
3,2014-06-08,present
3,2014-06-15,present
3,2014-06-22,present
3,2014-06-29,present
3,2014-07-06,present
3,2014-07-13,present
3,2014-07-20,present
3,2014-07-27,present
3,2014-08-03,present
3,2014-08-10,present
3,2014-08-17,present
3,2014-08-24,present
3,2014-08-31,present
3,2014-09-07,present
3,2014-09-14,present
3,2014-09-21,present
3,2014-09-28,present
3,2014-10-05,present
3,2014-10-12,present
3,2014-10-19,present
3,2014-10-26,present
3,2014-11-02,present
3,2014-11-09,present
3,2014-11-16,present
3,2014-11-23,present
3,2014-11-30,present
3,2014-12-07,present
3,2014-12-14,present
3,2014-12-21,absent
3,2014-12-28,absent
3,2015-01-04,present
3,2015-01-11,present
3,2015-01-18,present
3,2015-01-25,present
3,2015-02-01,present
3,2015-02-08,present
3,2015-02-15,present
3,2015-02-22,present
3,2015-03-01,present
3,2015-03-08,present
3,2015-03-15,present
3,2015-03-22,present
3,2015-03-29,present
3,2015-04-05,present
3,2015-04-12,present
3,2015-04-19,present
3,2015-04-26,present
3,2015-05-03,present
3,2015-05-10,present
3,2015-05-17,present
3,2015-05-24,present
3,2015-05-31,present
3,2015-06-07,present
3,2015-06-14,present
3,2015-06-21,present
3,2015-06-28,present
3,2015-07-05,present
3,2015-07-12,present
3,2015-07-19,present
3,2015-07-26,absent
4,2013-03-03,absent
4,2013-03-10,present
4,2013-03-17,present
4,2013-03-24,present
4,2013-03-31,present
4,2013-04-07,present
4,2013-04-14,present
4,2013-04-21,present
4,2013-04-28,present
4,2013-05-05,present
4,2013-05-12,present
4,2013-05-19,present
4,2013-05-26,present
4,2013-06-02,present
4,2013-06-09,present
4,2013-06-16,absent
4,2013-06-23,present
4,2013-06-30,present
4,2013-07-07,absent
4,2013-07-14,present
4,2013-07-21,present
4,2013-07-28,present
4,2013-08-04,present
4,2013-08-11,present
4,2013-08-18,present
4,2013-08-25,present
4,2013-09-01,present
4,2013-09-08,present
4,2013-09-15,present
4,2013-09-22,present
4,2013-09-29,present
4,2013-10-06,present
4,2013-10-13,present
4,2013-10-20,present
4,2013-10-27,present
4,2013-11-03,present
4,2013-11-10,present
4,2013-11-17,present
4,2013-11-24,present
4,2013-12-01,present
4,2013-12-08,present
4,2013-12-15,present
4,2013-12-22,present
4,2013-12-29,present
4,2014-01-05,present
4,2014-01-12,present
4,2014-01-19,present
4,2014-01-26,present
4,2014-02-02,present
4,2014-02-09,present
4,2014-02-16,present
4,2014-02-23,present
4,2014-03-02,present
4,2014-03-09,present
4,2014-03-16,present
4,2014-03-23,present
4,2014-03-30,present
4,2014-04-06,present
4,2014-04-13,present
4,2014-04-20,present
4,2014-04-27,absent
4,2014-05-04,present
4,2014-05-11,present
4,2014-05-18,present
4,2014-05-25,present
4,2014-06-01,present
4,2014-06-08,present
4,2014-06-15,present
4,2014-06-22,present
4,2014-06-29,present
4,2014-07-06,present
4,2014-07-13,present
4,2014-07-20,present
4,2014-07-27,present
4,2014-08-03,present
4,2014-08-10,present
4,2014-08-17,present
4,2014-08-24,present
4,2014-08-31,present
4,2014-09-07,present
4,2014-09-14,present
4,2014-09-21,present
4,2014-09-28,present
4,2014-10-05,present
4,2014-10-12,present
4,2014-10-19,present
4,2014-10-26,present
4,2014-11-02,present
4,2014-11-09,present
4,2014-11-16,present
4,2014-11-23,present
4,2014-11-30,present
4,2014-12-07,present
4,2014-12-14,present
4,2014-12-21,absent
4,2014-12-28,absent
4,2015-01-04,present
4,2015-01-11,present
4,2015-01-18,present
4,2015-01-25,present
4,2015-02-01,present
4,2015-02-08,present
4,2015-02-15,present
4,2015-02-22,present
4,2015-03-01,present
4,2015-03-08,present
4,2015-03-15,present
4,2015-03-22,present
4,2015-03-29,present
4,2015-04-05,present
4,2015-04-12,present
4,2015-04-19,present
4,2015-04-26,present
4,2015-05-03,present
4,2015-05-10,present
4,2015-05-17,present
4,2015-05-24,present
4,2015-05-31,present
4,2015-06-07,present
4,2015-06-14,present
4,2015-06-21,present
4,2015-06-28,present
4,2015-07-05,present
4,2015-07-12,present
4,2015-07-19,present
4,2015-07-26,absent
5,2013-03-02,absent
5,2013-03-09,present
5,2013-03-16,present
5,2013-03-23,present
5,2013-03-30,present
5,2013-04-06,present
5,2013-04-13,present
5,2013-04-20,present
5,2013-04-27,present
5,2013-05-04,present
5,2013-05-11,present
5,2013-05-18,present
5,2013-05-25,present
5,2013-06-01,present
5,2013-06-08,present
5,2013-06-15,absent
5,2013-06-22,present
5,2013-06-29,present
5,2013-07-06,absent
5,2013-07-13,present
5,2013-07-20,present
5,2013-07-27,present
5,2013-08-03,present
5,2013-08-10,present
5,2013-08-17,present
5,2013-08-24,present
5,2013-08-31,present
5,2013-09-07,present
5,2013-09-14,present
5,2013-09-21,present
5,2013-09-28,present
5,2013-10-05,present
5,2013-10-12,present
5,2013-10-19,present
5,2013-10-26,present
5,2013-11-02,present
5,2013-11-09,present
5,2013-11-16,present
5,2013-11-23,present
5,2013-11-30,present
5,2013-12-07,present
5,2013-12-14,present
5,2013-12-21,present
5,2013-12-28,present
5,2014-01-04,present
5,2014-01-11,present
5,2014-01-18,present
5,2014-01-25,present
5,2014-02-01,present
5,2014-02-08,present
5,2014-02-15,present
5,2014-02-22,present
5,2014-03-01,present
5,2014-03-08,present
5,2014-03-15,present
5,2014-03-22,present
5,2014-03-29,present
5,2014-04-05,present
5,2014-04-12,present
5,2014-04-19,present
5,2014-04-26,absent
5,2014-05-03,present
5,2014-05-10,present
5,2014-05-17,present
5,2014-05-24,present
5,2014-05-31,present
5,2014-06-07,present
5,2014-06-14,present
5,2014-06-21,present
5,2014-06-28,present
5,2014-07-05,present
5,2014-07-12,present
5,2014-07-19,present
5,2014-07-26,present
5,2014-08-02,present
5,2014-08-09,present
5,2014-08-16,present
5,2014-08-23,present
5,2014-08-30,present
5,2014-09-06,present
5,2014-09-13,present
5,2014-09-20,present
5,2014-09-27,present
5,2014-10-04,present
5,2014-10-11,present
5,2014-10-18,present
5,2014-10-25,present
5,2014-11-01,present
5,2014-11-08,present
5,2014-11-15,present
5,2014-11-22,present
5,2014-11-29,present
5,2014-12-06,present
5,2014-12-13,present
5,2014-12-20,absent
5,2014-12-27,absent
5,2015-01-03,present
5,2015-01-10,present
5,2015-01-17,present
5,2015-01-24,present
5,2015-01-31,present
5,2015-02-07,present
5,2015-02-14,present
5,2015-02-21,present
5,2015-02-28,present
5,2015-03-07,present
5,2015-03-14,present
5,2015-03-21,present
5,2015-03-28,present
5,2015-04-04,present
5,2015-04-11,present
5,2015-04-18,present
5,2015-04-25,present
5,2015-05-02,present
5,2015-05-09,present
5,2015-05-16,present
5,2015-05-23,present
5,2015-05-30,present
5,2015-06-06,present
5,2015-06-13,present
5,2015-06-20,present
5,2015-06-27,present
5,2015-07-04,present
5,2015-07-11,present
5,2015-07-18,present
5,2015-07-25,absent
6,2013-03-03,absent
6,2013-03-10,present
6,2013-03-17,present
6,2013-03-24,present
6,2013-03-31,present
6,2013-04-07,present
6,2013-04-14,present
6,2013-04-21,present
6,2013-04-28,present
6,2013-05-05,present
6,2013-05-12,present
6,2013-05-19,present
6,2013-05-26,present
6,2013-06-02,present
6,2013-06-09,present
6,2013-06-16,absent
6,2013-06-23,present
6,2013-06-30,present
6,2013-07-07,absent
6,2013-07-14,present
6,2013-07-21,present
6,2013-07-28,present
6,2013-08-04,present
6,2013-08-11,present
6,2013-08-18,present
6,2013-08-25,present
6,2013-09-01,present
6,2013-09-08,present
6,2013-09-15,present
6,2013-09-22,present
6,2013-09-29,present
6,2013-10-06,present
6,2013-10-13,present
6,2013-10-20,present
6,2013-10-27,present
6,2013-11-03,present
6,2013-11-10,present
6,2013-11-17,present
6,2013-11-24,present
6,2013-12-01,present
6,2013-12-08,present
6,2013-12-15,present
6,2013-12-22,present
6,2013-12-29,present
6,2014-01-05,present
6,2014-01-12,present
6,2014-01-19,present
6,2014-01-26,present
6,2014-02-02,present
6,2014-02-09,present
6,2014-02-16,present
6,2014-02-23,present
6,2014-03-02,present
6,2014-03-09,present
6,2014-03-16,present
6,2014-03-23,present
6,2014-03-30,present
6,2014-04-06,present
6,2014-04-13,present
6,2014-04-20,present
6,2014-04-27,absent
6,2014-05-04,present
6,2014-05-11,present
6,2014-05-18,present
6,2014-05-25,present
6,2014-06-01,present
6,2014-06-08,present
6,2014-06-15,present
6,2014-06-22,present
6,2014-06-29,present
6,2014-07-06,present
6,2014-07-13,present
6,2014-07-20,present
6,2014-07-27,present
6,2014-08-03,present
6,2014-08-10,present
6,2014-08-17,present
6,2014-08-24,present
6,2014-08-31,present
6,2014-09-07,present
6,2014-09-14,present
6,2014-09-21,present
6,2014-09-28,present
6,2014-10-05,present
6,2014-10-12,present
6,2014-10-19,present
6,2014-10-26,present
6,2014-11-02,present
6,2014-11-09,present
6,2014-11-16,present
6,2014-11-23,present
6,2014-11-30,present
6,2014-12-07,present
6,2014-12-14,present
6,2014-12-21,absent
6,2014-12-28,absent
6,2015-01-04,present
6,2015-01-11,present
6,2015-01-18,present
6,2015-01-25,present
6,2015-02-01,present
6,2015-02-08,present
6,2015-02-15,present
6,2015-02-22,present
6,2015-03-01,present
6,2015-03-08,present
6,2015-03-15,present
6,2015-03-22,present
6,2015-03-29,present
6,2015-04-05,present
6,2015-04-12,present
6,2015-04-19,present
6,2015-04-26,present
6,2015-05-03,present
6,2015-05-10,present
6,2015-05-17,present
6,2015-05-24,present
6,2015-05-31,present
6,2015-06-07,present
6,2015-06-14,present
6,2015-06-21,present
6,2015-06-28,present
6,2015-07-05,present
6,2015-07-12,present
6,2015-07-19,present
6,2015-07-26,absent
7,2013-03-02,absent
7,2013-03-09,present
7,2013-03-16,present
7,2013-03-23,present
7,2013-03-30,present
7,2013-04-06,present
7,2013-04-13,present
7,2013-04-20,present
7,2013-04-27,present
7,2013-05-04,present
7,2013-05-11,present
7,2013-05-18,present
7,2013-05-25,present
7,2013-06-01,present
7,2013-06-08,present
7,2013-06-15,absent
7,2013-06-22,present
7,2013-06-29,present
7,2013-07-06,absent
7,2013-07-13,present
7,2013-07-20,present
7,2013-07-27,present
7,2013-08-03,present
7,2013-08-10,present
7,2013-08-17,present
7,2013-08-24,present
7,2013-08-31,present
7,2013-09-07,present
7,2013-09-14,present
7,2013-09-21,present
7,2013-09-28,present
7,2013-10-05,present
7,2013-10-12,present
7,2013-10-19,present
7,2013-10-26,present
7,2013-11-02,present
7,2013-11-09,present
7,2013-11-16,present
7,2013-11-23,present
7,2013-11-30,present
7,2013-12-07,present
7,2013-12-14,present
7,2013-12-21,present
7,2013-12-28,present
7,2014-01-04,present
7,2014-01-11,present
7,2014-01-18,present
7,2014-01-25,present
7,2014-02-01,present
7,2014-02-08,present
7,2014-02-15,present
7,2014-02-22,present
7,2014-03-01,present
7,2014-03-08,present
7,2014-03-15,present
7,2014-03-22,present
7,2014-03-29,present
7,2014-04-05,present
7,2014-04-12,present
7,2014-04-19,present
7,2014-04-26,absent
7,2014-05-03,present
7,2014-05-10,present
7,2014-05-17,present
7,2014-05-24,present
7,2014-05-31,present
7,2014-06-07,present
7,2014-06-14,present
7,2014-06-21,present
7,2014-06-28,present
7,2014-07-05,present
7,2014-07-12,present
7,2014-07-19,present
7,2014-07-26,present
7,2014-08-02,present
7,2014-08-09,present
7,2014-08-16,present
7,2014-08-23,present
7,2014-08-30,present
7,2014-09-06,present
7,2014-09-13,present
7,2014-09-20,present
7,2014-09-27,present
7,2014-10-04,present
7,2014-10-11,present
7,2014-10-18,present
7,2014-10-25,present
7,2014-11-01,present
7,2014-11-08,present
7,2014-11-15,present
7,2014-11-22,present
7,2014-11-29,present
7,2014-12-06,present
7,2014-12-13,present
7,2014-12-20,absent
7,2014-12-27,absent
7,2015-01-03,present
7,2015-01-10,present
7,2015-01-17,present
7,2015-01-24,present
7,2015-01-31,present
7,2015-02-07,present
7,2015-02-14,present
7,2015-02-21,present
7,2015-02-28,present
7,2015-03-07,present
7,2015-03-14,present
7,2015-03-21,present
7,2015-03-28,present
7,2015-04-04,present
7,2015-04-11,present
7,2015-04-18,present
7,2015-04-25,present
7,2015-05-02,present
7,2015-05-09,present
7,2015-05-16,present
7,2015-05-23,present
7,2015-05-30,present
7,2015-06-06,present
7,2015-06-13,present
7,2015-06-20,present
7,2015-06-27,present
7,2015-07-04,present
7,2015-07-11,present
7,2015-07-18,present
7,2015-07-25,absent
8,2013-03-02,absent
8,2013-03-09,present
8,2013-03-16,present
8,2013-03-23,present
8,2013-03-30,present
8,2013-04-06,present
8,2013-04-13,present
8,2013-04-20,present
8,2013-04-27,present
8,2013-05-04,present
8,2013-05-11,present
8,2013-05-18,present
8,2013-05-25,present
8,2013-06-01,present
8,2013-06-08,present
8,2013-06-15,absent
8,2013-06-22,present
8,2013-06-29,present
8,2013-07-06,absent
8,2013-07-13,present
8,2013-07-20,present
8,2013-07-27,present
8,2013-08-03,present
8,2013-08-10,present
8,2013-08-17,present
8,2013-08-24,present
8,2013-08-31,present
8,2013-09-07,present
8,2013-09-14,present
8,2013-09-21,present
8,2013-09-28,present
8,2013-10-05,present
8,2013-10-12,present
8,2013-10-19,present
8,2013-10-26,present
8,2013-11-02,present
8,2013-11-09,present
8,2013-11-16,present
8,2013-11-23,present
8,2013-11-30,present
8,2013-12-07,present
8,2013-12-14,present
8,2013-12-21,present
8,2013-12-28,present
8,2014-01-04,present
8,2014-01-11,present
8,2014-01-18,present
8,2014-01-25,present
8,2014-02-01,present
8,2014-02-08,present
8,2014-02-15,present
8,2014-02-22,present
8,2014-03-01,present
8,2014-03-08,present
8,2014-03-15,present
8,2014-03-22,present
8,2014-03-29,present
8,2014-04-05,present
8,2014-04-12,present
8,2014-04-19,present
8,2014-04-26,absent
8,2014-05-03,present
8,2014-05-10,present
8,2014-05-17,present
8,2014-05-24,present
8,2014-05-31,present
8,2014-06-07,present
8,2014-06-14,present
8,2014-06-21,present
8,2014-06-28,present
8,2014-07-05,present
8,2014-07-12,present
8,2014-07-19,present
8,2014-07-26,present
8,2014-08-02,present
8,2014-08-09,present
8,2014-08-16,present
8,2014-08-23,present
8,2014-08-30,present
8,2014-09-06,present
8,2014-09-13,present
8,2014-09-20,present
8,2014-09-27,present
8,2014-10-04,present
8,2014-10-11,present
8,2014-10-18,present
8,2014-10-25,present
8,2014-11-01,present
8,2014-11-08,present
8,2014-11-15,present
8,2014-11-22,present
8,2014-11-29,present
8,2014-12-06,present
8,2014-12-13,present
8,2014-12-20,absent
8,2014-12-27,absent
8,2015-01-03,present
8,2015-01-10,present
8,2015-01-17,present
8,2015-01-24,present
8,2015-01-31,present
8,2015-02-07,present
8,2015-02-14,present
8,2015-02-21,present
8,2015-02-28,present
8,2015-03-07,present
8,2015-03-14,present
8,2015-03-21,present
8,2015-03-28,present
8,2015-04-04,present
8,2015-04-11,present
8,2015-04-18,present
8,2015-04-25,present
8,2015-05-02,present
8,2015-05-09,present
8,2015-05-16,present
8,2015-05-23,present
8,2015-05-30,present
8,2015-06-06,present
8,2015-06-13,present
8,2015-06-20,present
8,2015-06-27,present
8,2015-07-04,present
8,2015-07-11,present
8,2015-07-18,present
8,2015-07-25,absent
9,2013-03-02,absent
9,2013-03-09,present
9,2013-03-16,present
9,2013-03-23,present
9,2013-03-30,present
9,2013-04-06,present
9,2013-04-13,present
9,2013-04-20,present
9,2013-04-27,present
9,2013-05-04,present
9,2013-05-11,present
9,2013-05-18,present
9,2013-05-25,present
9,2013-06-01,present
9,2013-06-08,present
9,2013-06-15,absent
9,2013-06-22,present
9,2013-06-29,present
9,2013-07-06,absent
9,2013-07-13,present
9,2013-07-20,present
9,2013-07-27,present
9,2013-08-03,present
9,2013-08-10,present
9,2013-08-17,present
9,2013-08-24,present
9,2013-08-31,present
9,2013-09-07,present
9,2013-09-14,present
9,2013-09-21,present
9,2013-09-28,present
9,2013-10-05,present
9,2013-10-12,present
9,2013-10-19,present
9,2013-10-26,present
9,2013-11-02,present
9,2013-11-09,present
9,2013-11-16,present
9,2013-11-23,present
9,2013-11-30,present
9,2013-12-07,present
9,2013-12-14,present
9,2013-12-21,present
9,2013-12-28,present
9,2014-01-04,present
9,2014-01-11,present
9,2014-01-18,present
9,2014-01-25,present
9,2014-02-01,present
9,2014-02-08,present
9,2014-02-15,present
9,2014-02-22,present
9,2014-03-01,present
9,2014-03-08,present
9,2014-03-15,present
9,2014-03-22,present
9,2014-03-29,present
9,2014-04-05,present
9,2014-04-12,present
9,2014-04-19,present
9,2014-04-26,absent
9,2014-05-03,present
9,2014-05-10,present
9,2014-05-17,present
9,2014-05-24,present
9,2014-05-31,present
9,2014-06-07,present
9,2014-06-14,present
9,2014-06-21,present
9,2014-06-28,present
9,2014-07-05,present
9,2014-07-12,present
9,2014-07-19,present
9,2014-07-26,present
9,2014-08-02,present
9,2014-08-09,present
9,2014-08-16,present
9,2014-08-23,present
9,2014-08-30,present
9,2014-09-06,present
9,2014-09-13,present
9,2014-09-20,present
9,2014-09-27,present
9,2014-10-04,present
9,2014-10-11,present
9,2014-10-18,present
9,2014-10-25,present
9,2014-11-01,present
9,2014-11-08,present
9,2014-11-15,present
9,2014-11-22,present
9,2014-11-29,present
9,2014-12-06,present
9,2014-12-13,present
9,2014-12-20,absent
9,2014-12-27,absent
9,2015-01-03,present
9,2015-01-10,present
9,2015-01-17,present
9,2015-01-24,present
9,2015-01-31,present
9,2015-02-07,present
9,2015-02-14,present
9,2015-02-21,present
9,2015-02-28,present
9,2015-03-07,present
9,2015-03-14,present
9,2015-03-21,present
9,2015-03-28,present
9,2015-04-04,present
9,2015-04-11,present
9,2015-04-18,present
9,2015-04-25,present
9,2015-05-02,present
9,2015-05-09,present
9,2015-05-16,present
9,2015-05-23,present
9,2015-05-30,present
9,2015-06-06,present
9,2015-06-13,present
9,2015-06-20,present
9,2015-06-27,present
9,2015-07-04,present
9,2015-07-11,present
9,2015-07-18,present
9,2015-07-25,absent
